recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m, old_seed, median_survival_trt, median_survival_ctrl, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, node_name
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0, 0.8, 0.00261238289807042, 265.33138808707, 0.688290221962246, 0.000345036284291546, 145.235642444259, 131.736090921173, 0.688290221962246, 0.688290221962246, 235.36726879334, 197.60413638176, 0.688290221962246, 0.688290221962246, 0.620588891488348, 0.5, 0.385130572238737, 0.25, 673104180, 265.331388087069, 182.625, 382.792277785261, 263.472181842347, 0.688290221962246, 0.688290221962246, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.8, 0.00284186637660752, 243.905620005748, 0.748752734749188, 0.000361877676634518, 142.470513727378, 131.736090921173, 0.748752734749188, 0.748752734749188, 227.257257747256, 197.60413638176, 0.748752734749188, 0.748752734749188, 0.595117837380164, 0.5, 0.354165240368043, 0.25, 214100755, 243.905620005748, 182.625, 351.88142842723, 263.472181842347, 0.748752734749187, 0.748752734749187, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0, 0.8, 0.00284186637660752, 243.905620005748, 0.748752734749188, 0.000361877676634518, 142.470513727378, 131.736090921173, 0.748752734749188, 0.748752734749188, 227.257257747256, 197.60413638176, 0.748752734749188, 0.748752734749188, 0.595117837380164, 0.5, 0.354165240368043, 0.25, 1859504917, 243.905620005748, 182.625, 351.88142842723, 263.472181842347, 0.748752734749187, 0.748752734749187, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.8, 0.00309320766644095, 224.086855881061, 0.81497417276867, 0.000379121241003926, 139.525497199322, 131.736090921173, 0.81497417276867, 0.81497417276867, 218.834393687926, 197.60413638176, 0.81497417276867, 0.81497417276867, 0.568418662399072, 0.5, 0.32309977576355, 0.25, 1479936502, 224.086855881061, 182.625, 323.288995708006, 263.472181842347, 0.814974172768671, 0.814974172768671, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 0, 0.8, 0.00309320766644095, 224.086855881061, 0.81497417276867, 0.000379121241003926, 139.525497199322, 131.736090921173, 0.81497417276867, 0.81497417276867, 218.834393687926, 197.60413638176, 0.81497417276867, 0.81497417276867, 0.568418662399072, 0.5, 0.32309977576355, 0.25, 2128522234, 224.086855881061, 182.625, 323.288995708006, 263.472181842347, 0.814974172768671, 0.814974172768671, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.8, 0.00321154850733866, 215.829584692881, 0.84615369232105, 0.000386844125950747, 138.168301560401, 131.736090921173, 0.84615369232105, 0.84615369232105, 215.026601998075, 197.60413638176, 0.84615369232105, 0.84615369232105, 0.556265797362177, 0.5, 0.309431637314979, 0.25, 731037020, 215.829584692881, 182.625, 311.376271513544, 263.472181842347, 0.846153692321048, 0.846153692321048, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 0, 0.8, 0.00321154850733866, 215.829584692881, 0.84615369232105, 0.000386844125950747, 138.168301560401, 131.736090921173, 0.84615369232105, 0.84615369232105, 215.026601998075, 197.60413638176, 0.84615369232105, 0.84615369232105, 0.556265797362177, 0.5, 0.309431637314979, 0.25, 15205127, 215.829584692881, 182.625, 311.376271513544, 263.472181842347, 0.846153692321048, 0.846153692321048, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.8, 0.000435397149678403, 1591.98832852242, 0.688290221962246, 0.00022335129013117, 175.553017824526, 172.47091664017, 0.688290221962246, 0.688290221962246, 337.687590948619, 326.125035191387, 0.688290221962246, 0.688290221962246, 0.923564716421759, 0.890898718140339, 0.852971785419205, 0.7937005259841, 1788221698, 1591.98832852242, 1095.75, 2277.2931488502, 1579.2893087386, 0.688290221962246, 0.688290221962246, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 0, 0.8, 0.000435397149678403, 1591.98832852242, 0.688290221962246, 0.00022335129013117, 175.553017824526, 172.47091664017, 0.688290221962246, 0.688290221962246, 337.687590948619, 326.125035191387, 0.688290221962246, 0.688290221962246, 0.923564716421759, 0.890898718140339, 0.852971785419205, 0.7937005259841, 1692130688, 1591.98832852242, 1095.75, 2277.2931488502, 1579.2893087386, 0.688290221962246, 0.688290221962246, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.8, 0.000473644396101254, 1463.43372003449, 0.748752734749188, 0.000233607497698859, 174.949428496937, 172.47091664017, 0.748752734749188, 0.748752734749189, 335.401879670098, 326.125035191387, 0.748752734749188, 0.748752734749188, 0.917136183591309, 0.890898718140339, 0.841138779252431, 0.7937005259841, 1490602087, 1463.43372003449, 1095.75, 2099.52396768947, 1579.2893087386, 0.748752734749189, 0.748752734749189, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 0, 0.8, 0.000473644396101254, 1463.43372003449, 0.748752734749188, 0.000233607497698859, 174.949428496937, 172.47091664017, 0.748752734749188, 0.748752734749189, 335.401879670098, 326.125035191387, 0.748752734749188, 0.748752734749188, 0.917136183591309, 0.890898718140339, 0.841138779252431, 0.7937005259841, 1260630894, 1463.43372003449, 1095.75, 2099.52396768947, 1579.2893087386, 0.748752734749189, 0.748752734749189, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.8, 0.000515534611073491, 1344.52113528637, 0.81497417276867, 0.000244230396462037, 174.291542269752, 172.47091664017, 0.81497417276867, 0.81497417276867, 332.922410390336, 326.125035191387, 0.81497417276867, 0.81497417276867, 0.910146677542565, 0.890898718140339, 0.828366974641769, 0.7937005259841, 97021255, 1344.52113528637, 1095.75, 1932.90389951679, 1579.2893087386, 0.81497417276867, 0.81497417276867, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 0, 0.8, 0.000515534611073491, 1344.52113528637, 0.81497417276867, 0.000244230396462037, 174.291542269752, 172.47091664017, 0.81497417276867, 0.81497417276867, 332.922410390336, 326.125035191387, 0.81497417276867, 0.81497417276867, 0.910146677542565, 0.890898718140339, 0.828366974641769, 0.7937005259841, 144690632, 1344.52113528637, 1095.75, 1932.90389951679, 1579.2893087386, 0.81497417276867, 0.81497417276867, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.8, 0.000535258084556444, 1294.97750815729, 0.84615369232105, 0.000249032280023778, 173.982935821193, 172.47091664017, 0.84615369232105, 0.84615369232105, 331.763576259897, 326.125035191387, 0.84615369232105, 0.84615369232105, 0.906874227026842, 0.890898718140339, 0.822420863645532, 0.7937005259841, 1483835883, 1294.97750815729, 1095.75, 1862.95781858329, 1579.2893087386, 0.84615369232105, 0.84615369232105, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 0, 0.8, 0.000535258084556444, 1294.97750815729, 0.84615369232105, 0.000249032280023778, 173.982935821193, 172.47091664017, 0.84615369232105, 0.84615369232105, 331.763576259897, 326.125035191387, 0.84615369232105, 0.84615369232105, 0.906874227026842, 0.890898718140339, 0.822420863645532, 0.7937005259841, 1294704389, 1294.97750815729, 1095.75, 1862.95781858329, 1579.2893087386, 0.84615369232105, 0.84615369232105, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.8, 0.00130619144903521, 530.662776174139, 0.688290221962246, 0.00067005387039351, 162.476453999378, 154.338430815216, 0.688290221962246, 0.688290221962246, 290.471284888518, 263.472181842347, 0.688290221962246, 0.688290221962246, 0.78777464511645, 0.707106781186548, 0.620588891488348, 0.5, 281261456, 530.662776174138, 365.250000000001, 765.584089863455, 526.94436319394, 0.688290221962248, 0.688290221962248, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 0, 0.8, 0.00130619144903521, 530.662776174139, 0.688290221962246, 0.00067005387039351, 162.476453999378, 154.338430815216, 0.688290221962246, 0.688290221962246, 290.471284888518, 263.472181842347, 0.688290221962246, 0.688290221962246, 0.78777464511645, 0.707106781186548, 0.620588891488348, 0.5, 638737158, 530.662776174138, 365.250000000001, 765.584089863455, 526.94436319394, 0.688290221962248, 0.688290221962248, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.8, 0.00142093318830376, 487.811240011495, 0.748752734749188, 0.000700822493096576, 160.852876128974, 154.338430815216, 0.748752734749188, 0.748752734749188, 284.941027454756, 263.472181842347, 0.748752734749188, 0.748752734749188, 0.771438809874227, 0.707106781186548, 0.595117837380164, 0.5, 260911472, 487.811240011496, 365.250000000001, 703.762735091473, 526.94436319394, 0.748752734749189, 0.748752734749189, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 0, 0.8, 0.00142093318830376, 487.811240011495, 0.748752734749188, 0.000700822493096576, 160.852876128974, 154.338430815216, 0.748752734749188, 0.748752734749188, 284.941027454756, 263.472181842347, 0.748752734749188, 0.748752734749188, 0.771438809874227, 0.707106781186548, 0.595117837380164, 0.5, 1237266882, 487.811240011496, 365.250000000001, 703.762735091473, 526.94436319394, 0.748752734749189, 0.748752734749189, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.8, 0.00154660383322047, 448.173711762122, 0.81497417276867, 0.000732691189386109, 159.099922655326, 154.338430815216, 0.81497417276867, 0.81497417276867, 279.050994398644, 263.472181842347, 0.81497417276867, 0.81497417276867, 0.753935449756192, 0.707106781186548, 0.568418662399072, 0.5, 1077740973, 448.173711762123, 365.250000000001, 646.577963188622, 526.94436319394, 0.81497417276867, 0.81497417276867, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 0, 0.8, 0.00154660383322047, 448.173711762122, 0.81497417276867, 0.000732691189386109, 159.099922655326, 154.338430815216, 0.81497417276867, 0.81497417276867, 279.050994398644, 263.472181842347, 0.81497417276867, 0.81497417276867, 0.753935449756192, 0.707106781186548, 0.568418662399072, 0.5, 1685619302, 448.173711762123, 365.250000000001, 646.577963188622, 526.94436319394, 0.81497417276867, 0.81497417276867, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.8, 0.00160577425366933, 431.659169385762, 0.84615369232105, 0.000747096840071334, 158.283590865849, 154.338430815216, 0.84615369232105, 0.84615369232105, 276.336603120801, 263.472181842347, 0.84615369232105, 0.84615369232105, 0.745832285009289, 0.707106781186548, 0.556265797362177, 0.5, 123579084, 431.659169385762, 365.250000000001, 622.7525288108, 526.94436319394, 0.846153692321051, 0.846153692321051, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 0, 0.8, 0.00160577425366933, 431.659169385762, 0.84615369232105, 0.000747096840071334, 158.283590865849, 154.338430815216, 0.84615369232105, 0.84615369232105, 276.336603120801, 263.472181842347, 0.84615369232105, 0.84615369232105, 0.745832285009289, 0.707106781186548, 0.556265797362177, 0.5, 1238535661, 431.659169385762, 365.250000000001, 622.7525288108, 526.94436319394, 0.846153692321051, 0.846153692321051, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.8, 0.00261238289807042, 265.33138808707, 0.688290221962246, 0.00134010774078702, 145.235642444259, 131.736090921173, 0.688290221962246, 0.688290221962246, 235.36726879334, 197.60413638176, 0.688290221962246, 0.688290221962246, 0.620588891488348, 0.5, 0.385130572238737, 0.25, 14135420, 265.331388087069, 182.625, 382.792277785261, 263.472181842347, 0.688290221962246, 0.688290221962246, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.8, 0.00261238289807042, 265.33138808707, 0.688290221962246, 0.00134010774078702, 145.235642444259, 131.736090921173, 0.688290221962246, 0.688290221962246, 235.36726879334, 197.60413638176, 0.688290221962246, 0.688290221962246, 0.620588891488348, 0.5, 0.385130572238737, 0.25, 1275000920, 265.331388087069, 182.625, 382.792277785261, 263.472181842347, 0.688290221962246, 0.688290221962246, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0.8, 0.00284186637660752, 243.905620005748, 0.748752734749188, 0.00140164498619315, 142.470513727378, 131.736090921173, 0.748752734749188, 0.748752734749188, 227.257257747256, 197.60413638176, 0.748752734749188, 0.748752734749188, 0.595117837380164, 0.5, 0.354165240368043, 0.25, 2089313576, 243.905620005748, 182.625, 351.88142842723, 263.472181842347, 0.748752734749187, 0.748752734749187, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.3, 0, 0.8, 0.00284186637660752, 243.905620005748, 0.748752734749188, 0.00140164498619315, 142.470513727378, 131.736090921173, 0.748752734749188, 0.748752734749188, 227.257257747256, 197.60413638176, 0.748752734749188, 0.748752734749188, 0.595117837380164, 0.5, 0.354165240368043, 0.25, 1256194799, 243.905620005748, 182.625, 351.88142842723, 263.472181842347, 0.748752734749187, 0.748752734749187, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.8, 0.00309320766644095, 224.086855881061, 0.81497417276867, 0.00146538237877222, 139.525497199322, 131.736090921173, 0.81497417276867, 0.81497417276867, 218.834393687926, 197.60413638176, 0.81497417276867, 0.81497417276867, 0.568418662399072, 0.5, 0.32309977576355, 0.25, 824822899, 224.086855881061, 182.625, 323.288995708006, 263.472181842347, 0.814974172768671, 0.814974172768671, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.8, 0.00309320766644095, 224.086855881061, 0.81497417276867, 0.00146538237877222, 139.525497199322, 131.736090921173, 0.81497417276867, 0.81497417276867, 218.834393687926, 197.60413638176, 0.81497417276867, 0.81497417276867, 0.568418662399072, 0.5, 0.32309977576355, 0.25, 111522530, 224.086855881061, 182.625, 323.288995708006, 263.472181842347, 0.814974172768671, 0.814974172768671, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0.8, 0.00321154850733866, 215.829584692881, 0.84615369232105, 0.00149419368014267, 138.168301560401, 131.736090921173, 0.84615369232105, 0.84615369232105, 215.026601998075, 197.60413638176, 0.84615369232105, 0.84615369232105, 0.556265797362177, 0.5, 0.309431637314979, 0.25, 1954208326, 215.829584692881, 182.625, 311.376271513544, 263.472181842347, 0.846153692321048, 0.846153692321048, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.3, 0, 0.8, 0.00321154850733866, 215.829584692881, 0.84615369232105, 0.00149419368014267, 138.168301560401, 131.736090921173, 0.84615369232105, 0.84615369232105, 215.026601998075, 197.60413638176, 0.84615369232105, 0.84615369232105, 0.556265797362177, 0.5, 0.309431637314979, 0.25, 2046909491, 215.829584692881, 182.625, 311.376271513544, 263.472181842347, 0.846153692321048, 0.846153692321048, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 0, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841, 1191071419, 1591.98832852242, 1095.75, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 0, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841, 1029074710, 1591.98832852242, 1095.75, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 0, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841, 173328553, 1463.43372003449, 1095.75, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818173, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 60.875, 0.8, 0.000466746236368681, 1463.43372003449, 0.748752734749188, 0, 173.602126265151, 172.47091664017, 0.827629186094949, 0.828364809833828, 332.741963599853, 326.125035191387, 0.784906516793624, 0.785443406294496, 0.909068771931955, 0.890898718140339, 0.834790851799659, 0.7937005259841, 1535299953, 1463.43372003449, 1095.75, 2108.53733567362, 1579.2893087386, 0.746404398426298, 0.746519706818173, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 60.875, 0.8, 0.000509984010286549, 1344.52113528637, 0.81497417276867, 0, 173.305721666385, 172.47091664017, 0.872882377059757, 0.873157384355152, 330.995547494758, 326.125035191387, 0.841251771600292, 0.841453680624975, 0.904295826923343, 0.890898718140339, 0.823876565183155, 0.7937005259841, 1553290438, 1344.52113528637, 1095.75, 1939.21444184206, 1579.2893087386, 0.812801090686967, 0.812845919128193, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 60.875, 0.8, 0.000509984010286549, 1344.52113528637, 0.81497417276867, 0, 173.305721666385, 172.47091664017, 0.872882377059757, 0.873157384355152, 330.995547494758, 326.125035191387, 0.841251771600292, 0.841453680624975, 0.904295826923343, 0.890898718140339, 0.823876565183155, 0.7937005259841, 96939986, 1344.52113528637, 1095.75, 1939.21444184206, 1579.2893087386, 0.812801090686967, 0.812845919128193, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 60.875, 0.8, 0.000530457558861664, 1294.97750815729, 0.84615369232105, 0, 173.165731536607, 172.47091664017, 0.894205101996746, 0.894358448941263, 330.173827549521, 326.125035191387, 0.867847517240809, 0.867960785699178, 0.90204453683564, 0.890898718140339, 0.818758429775808, 0.7937005259841, 1115532311, 1294.97750815729, 1095.75, 1868.07253446868, 1579.2893087386, 0.844170499517061, 0.844194676754045, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 60.875, 0.8, 0.000530457558861664, 1294.97750815729, 0.84615369232105, 0, 173.165731536607, 172.47091664017, 0.894205101996746, 0.894358448941263, 330.173827549521, 326.125035191387, 0.867847517240809, 0.867960785699178, 0.90204453683564, 0.890898718140339, 0.818758429775808, 0.7937005259841, 331087695, 1294.97750815729, 1095.75, 1868.07253446868, 1579.2893087386, 0.844170499517061, 0.844194676754045, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0.8, 0.00122953954905057, 530.662776174139, 0.688290221962246, 0, 158.229080211013, 154.338430815216, 0.775749874728204, 0.77776698288565, 283.695924385095, 263.472181842347, 0.720882658403574, 0.722477207263713, 0.767036439060263, 0.707106781186548, 0.612769992053664, 0.5, 812871917, 530.662776174139, 365.250000000001, 782.068316168631, 526.94436319394, 0.679316336825214, 0.680170908360919, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0.8, 0.00122953954905057, 530.662776174139, 0.688290221962246, 0, 158.229080211013, 154.338430815216, 0.775749874728204, 0.77776698288565, 283.695924385095, 263.472181842347, 0.720882658403574, 0.722477207263713, 0.767036439060263, 0.707106781186548, 0.612769992053664, 0.5, 1255093875, 530.662776174139, 365.250000000001, 782.068316168631, 526.94436319394, 0.679316336825214, 0.680170908360919, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 60.875, 0.8, 0.0013529482773612, 487.811240011495, 0.748752734749188, 0, 157.494785756569, 154.338430815216, 0.81794835959685, 0.818958047257374, 279.759714601212, 263.472181842347, 0.773196724428039, 0.773996611619434, 0.755597854471355, 0.707106781186548, 0.590179729609306, 0.5, 1086310333, 487.811240011496, 365.250000000001, 715.976916002473, 526.94436319394, 0.739739516572635, 0.740179915425778, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 60.875, 0.8, 0.0013529482773612, 487.811240011495, 0.748752734749188, 0, 157.494785756569, 154.338430815216, 0.81794835959685, 0.818958047257374, 279.759714601212, 263.472181842347, 0.773196724428039, 0.773996611619434, 0.755597854471355, 0.707106781186548, 0.590179729609306, 0.5, 1376993924, 487.811240011496, 365.250000000001, 715.976916002473, 526.94436319394, 0.739739516572635, 0.740179915425778, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0.8, 0.00149141381813166, 448.173711762122, 0.81497417276867, 0, 156.679489826899, 154.338430815216, 0.864731611641685, 0.865116874527275, 275.45502834104, 263.472181842347, 0.831388053077116, 0.83169401438483, 0.742966619107325, 0.707106781186548, 0.565823203440124, 0.5, 1506911300, 448.173711762123, 365.250000000001, 654.84202388877, 526.94436319394, 0.806825373619351, 0.807009146102522, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0.8, 0.00149141381813166, 448.173711762122, 0.81497417276867, 0, 156.679489826899, 154.338430815216, 0.864731611641685, 0.865116874527275, 275.45502834104, 263.472181842347, 0.831388053077116, 0.83169401438483, 0.742966619107325, 0.707106781186548, 0.565823203440124, 0.5, 1920202738, 448.173711762123, 365.250000000001, 654.84202388877, 526.94436319394, 0.806825373619351, 0.807009146102522, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5, 1659854107, 431.659169385762, 365.250000000001, 629.37061297406, 526.94436319394, 0.83876346278735, 0.838864479577971, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 60.875, 0.8, 0.00155784064735964, 431.659169385762, 0.84615369232105, 0, 156.291555201491, 154.338430815216, 0.887015044692466, 0.887230502896667, 273.430814352026, 263.472181842347, 0.859148864374771, 0.859320547230123, 0.736982133776654, 0.707106781186548, 0.554497890163842, 0.5, 1650293338, 431.659169385762, 365.250000000001, 629.37061297406, 526.94436319394, 0.83876346278735, 0.838864479577971, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.602769777952972, 0.5, 0.398927220412484, 0.25, 2126206475, 265.33138808707, 182.625, 405.528741359377, 263.472181842347, 0.662693633313003, 0.664953310872673, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.8, 0.00226013050849997, 265.33138808707, 0.688290221962246, 0, 138.831937975324, 131.736090921173, 0.75578282509846, 0.759095756523884, 229.022551647353, 197.60413638176, 0.697622370008047, 0.700517451336792, 0.602769777952972, 0.5, 0.398927220412484, 0.25, 1332816238, 265.33138808707, 182.625, 405.528741359377, 263.472181842347, 0.662693633313003, 0.664953310872673, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.583662858372479, 0.5, 0.368061288396712, 0.25, 194929594, 243.905620005748, 182.625, 368.727818169882, 263.472181842347, 0.723554908772876, 0.72475475995769, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 60.875, 0.8, 0.00252470390123131, 243.905620005748, 0.748752734749188, 0, 137.547172874359, 131.736090921173, 0.799222387472306, 0.800939356060164, 222.943976765689, 197.60413638176, 0.751290043780599, 0.752796311194721, 0.583662858372479, 0.5, 0.368061288396712, 0.25, 688703360, 243.905620005748, 182.625, 368.727818169882, 263.472181842347, 0.723554908772876, 0.72475475995769, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.562278981237653, 0.5, 0.335269943340231, 0.25, 93748692, 224.086855881061, 182.625, 334.687089780691, 263.472181842347, 0.792456813368082, 0.792945535894591, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.8, 0.00283127789877009, 224.086855881061, 0.81497417276867, 0, 136.091668538028, 131.736090921173, 0.848636876826284, 0.849318040139768, 216.270693318624, 197.60413638176, 0.81252856856948, 0.813128892988544, 0.562278981237653, 0.5, 0.335269943340231, 0.25, 735593469, 224.086855881061, 182.625, 334.687089780691, 263.472181842347, 0.792456813368082, 0.792945535894591, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.552044807591962, 0.5, 0.320221746044112, 0.25, 536568839, 215.829584692881, 182.625, 320.504393946444, 263.472181842347, 0.825793366951475, 0.826077306503044, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 60.875, 0.8, 0.00298215197239354, 215.829584692881, 0.84615369232105, 0, 135.388202770891, 131.736090921173, 0.872671531779918, 0.873061612727039, 213.125039690635, 197.60413638176, 0.842342329730594, 0.842687129144627, 0.552044807591962, 0.5, 0.320221746044112, 0.25, 1166402346, 215.829584692881, 182.625, 320.504393946444, 263.472181842347, 0.825793366951475, 0.826077306503044, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 5.69517784983161e-05, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841, 2136232132, 1591.98832852242, 1095.75, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 60.875, 0.8, 0.000427557511039318, 1591.98832852242, 0.688290221962246, 5.69517784983161e-05, 173.871646400439, 172.47091664017, 0.786252998716566, 0.787749960398213, 334.338016793004, 326.125035191387, 0.733560266991486, 0.734650062960291, 0.913416509456348, 0.890898718140339, 0.844807917426477, 0.7937005259841, 669897815, 1591.98832852242, 1095.75, 2288.91545545089, 1579.2893087386, 0.686024100396823, 0.686268047036587, ims-node2
