recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, prog_prop_trt, prog_prop_ctrl, hr_before_after, censoring_prop, effect_size_ph, hazard_after_prog, hazard_trt, prog_rate_trt, prog_rate_ctrl, random_withdrawal, exp_fup, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, AHRoc_6m, AHRoc_robust_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, AHRoc_12m, AHRoc_robust_12m, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, AHRoc_360m, AHRoc_robust_360m, rmst_trt_fup, rmst_ctrl_fup, gAHR_fup, AHR_fup, AHRoc_fup, AHRoc_robust_fup, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 45.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 480.320475389375, 477.874016832157, 0.991800528207387, 0.99124042595847, 0.997753801479874, 0.997753801479874, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 57.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 497.474623211723, 493.964305719191, 0.990507831350463, 0.990207941871095, 0.99763794362664, 0.99763794362664, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 45.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 480.320475389375, 477.874016832157, 0.991800528207387, 0.99124042595847, 0.997753801479874, 0.997753801479874, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 57.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 497.474623211723, 493.964305719191, 0.990507831350463, 0.990207941871095, 0.99763794362664, 0.99763794362664, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 45.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 480.320475389375, 477.874016832157, 0.991800528207387, 0.99124042595847, 0.997753801479874, 0.997753801479874, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 57.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 497.474623211723, 493.964305719191, 0.990507831350463, 0.990207941871095, 0.99763794362664, 0.99763794362664, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 45.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 480.320475389375, 477.874016832157, 0.991800528207387, 0.99124042595847, 0.997753801479874, 0.997753801479874, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 0.2, 0.8, 0, 0, 0.00237216694236805, 0.00191950646655184, 0.000210859283766049, 0.000474433388473611, 0, 57.5470862881551, 359, 359, 154.411215357238, 154.595561474256, 1.00166151205016, 1.00561664713838, 1.00594211280599, 1.00594211280599, 262.815451593117, 263.144555871424, 1.00071953563968, 1.00141930400847, 1.00255522853704, 1.00255522853704, 515.726408796675, 510.295500734343, 0.989627983493594, 0.989617901917986, 0.997602826511786, 0.997602826511786, 497.474623211723, 493.964305719191, 0.990507831350463, 0.990207941871095, 0.99763794362664, 0.99763794362664, 0.704305423873556, 0.705613862425767, 0.493781282379748, 0.493874256066436
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0.2, 0.8, 0, 0, 0.00474433388473611, 0.00382770068983716, 0.000421718567532098, 0.000948866776947221, 0, 31.814248957649, 180, 180, 131.691753704657, 131.728591100172, 0.999152711882441, 0.998327133168395, 0.999437614209987, 0.999437614209987, 196.523922683923, 196.096821086991, 0.994568382354595, 0.992855781018935, 0.996120471094163, 0.996120471094163, 260.839965916664, 257.367446296809, 0.987211984605914, 0.98718699677582, 0.994582029361502, 0.994582029361502, 252.750060803172, 250.1176734542, 0.987424970437354, 0.987140642302576, 0.994593250340952, 0.994593250340952, 0.496138544363576, 0.495170147879946, 0.243221050499522, 0.239467334881789
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 0.2, 0.8, 0, 0, 0.00474433388473611, 0.00382770068983716, 0.000421718567532098, 0.000948866776947221, 0, 43.814248957649, 180, 180, 131.691753704657, 131.728591100172, 0.999152711882441, 0.998327133168395, 0.999437614209987, 0.999437614209987, 196.523922683923, 196.096821086991, 0.994568382354595, 0.992855781018935, 0.996120471094163, 0.996120471094163, 260.839965916664, 257.367446296809, 0.987211984605914, 0.98718699677582, 0.994582029361502, 0.994582029361502, 257.554600575124, 254.378660709606, 0.986926718090618, 0.986844321403236, 0.994580188620076, 0.994580188620076, 0.496138544363576, 0.495170147879946, 0.243221050499522, 0.239467334881789
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 0.2, 0.8, 0, 0, 0.00474433388473611, 0.00382770068983716, 0.000421718567532098, 0.000948866776947221, 0, 31.814248957649, 180, 180, 131.691753704657, 131.728591100172, 0.999152711882441, 0.998327133168395, 0.999437614209987, 0.999437614209987, 196.523922683923, 196.096821086991, 0.994568382354595, 0.992855781018935, 0.996120471094163, 0.996120471094163, 260.839965916664, 257.367446296809, 0.987211984605914, 0.98718699677582, 0.994582029361502, 0.994582029361502, 252.750060803172, 250.1176734542, 0.987424970437354, 0.987140642302576, 0.994593250340952, 0.994593250340952, 0.496138544363576, 0.495170147879946, 0.243221050499522, 0.239467334881789
