recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 0, 0.5, 0.00292261556580668, 237.166731290103, 0.77002789980949, 0.00142251753424972, 237.166731290103, 182.625, 141.514974001306, 131.736090921173, 0.77002789980949, 0.77002789980949, 224.500222835276, 197.60413638176, 0.77002789980949, 0.77002789980949, 0.586406134189057, 0.5, 0.343872154214554, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 0, 0.5, 0.00328929072632607, 210.728463438118, 0.866636604378929, 0.0015127319370986, 210.728463438118, 182.625, 137.286764841063, 131.736090921173, 0.866636604378929, 0.866636604378929, 212.578110244472, 197.60413638176, 0.866636604378929, 0.866636604378929, 0.548423917560983, 0.5, 0.300768793352936, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 60.875, 0.5, 0.00139705122217584, 474.333462580207, 0.77002789980949, 0, 474.333462580207, 365.25, 157.234123483081, 154.338430815216, 0.832905270902847, 0.833668009553363, 278.375942849279, 263.472181842347, 0.79178350762526, 0.792388222854693, 0.751551519642903, 0.707106781186548, 0.582310192840751, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 60.875, 0.5, 0.00160191792048657, 421.456926876237, 0.866636604378929, 0, 421.456926876237, 365.25, 156.035276311472, 154.338430815216, 0.901754922480336, 0.90189301509586, 272.102031363807, 263.472181842347, 0.877521025678652, 0.877631253818342, 0.733037779927665, 0.707106781186548, 0.547108414884491, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 60.875, 0.5, 0.00262121267396753, 237.166731290103, 0.77002789980949, 0, 237.166731290103, 182.625, 137.085179360121, 131.736090921173, 0.814871510723053, 0.816184715281485, 220.80149345511, 197.60413638176, 0.770669277788704, 0.771822982584108, 0.576844986253087, 0.5, 0.357406793677913, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 60.875, 0.5, 0.00308366660183413, 210.728463438118, 0.866636604378929, 0, 210.728463438118, 182.625, 134.919542739969, 131.736090921173, 0.888755065393694, 0.889008776432704, 211.057859410791, 197.60413638176, 0.86229306544661, 0.862517734473299, 0.545263852219734, 0.5, 0.31047866798205, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 60.875, 0.5, 0.00139705122217584, 474.333462580207, 0.77002789980949, 0.000695775147181984, 474.333462580207, 365.25, 157.234123483081, 154.338430815216, 0.832905270902847, 0.833668009553363, 278.375942849279, 263.472181842347, 0.79178350762526, 0.792388222854693, 0.751551519642903, 0.707106781186548, 0.582310192840751, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 60.875, 0.5, 0.00160191792048657, 421.456926876237, 0.866636604378929, 0.000746922685055649, 421.456926876237, 365.25, 156.035276311472, 154.338430815216, 0.901754922480336, 0.90189301509586, 272.102031363807, 263.472181842347, 0.877521025678652, 0.877631253818342, 0.733037779927665, 0.707106781186548, 0.547108414884491, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.3, 60.875, 0.5, 0.00262121267396753, 237.166731290103, 0.77002789980949, 0.00134812211578189, 237.166731290103, 182.625, 137.085179360121, 131.736090921173, 0.814871510723053, 0.816184715281485, 220.80149345511, 197.60413638176, 0.770669277788704, 0.771822982584108, 0.576844986253087, 0.5, 0.357406793677913, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.3, 60.875, 0.5, 0.00308366660183413, 210.728463438118, 0.866636604378929, 0.00146660627532468, 210.728463438118, 182.625, 134.919542739969, 131.736090921173, 0.888755065393694, 0.889008776432704, 211.057859410791, 197.60413638176, 0.86229306544661, 0.862517734473299, 0.545263852219734, 0.5, 0.31047866798205, 0.25
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 121.75, 0.5, 0.00131060633698376, 474.333462580207, 0.77002789980949, 0, 474.333462580207, 365.25, 155.147712815506, 154.338430815216, 0.907136536218848, 0.908064480064626, 274.170358720243, 263.472181842347, 0.814871510723053, 0.816184715281485, 0.73283682022041, 0.707106781186548, 0.576844986253087, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 121.75, 0.5, 0.00154183330091706, 421.456926876237, 0.866636604378929, 0, 421.456926876236, 365.25, 154.826710197589, 154.338430815216, 0.944187591039641, 0.944365043621782, 269.839085479937, 263.472181842347, 0.888755065393694, 0.889008776432704, 0.722593711881679, 0.707106781186548, 0.545263852219734, 0.5
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 121.75, 0.5, 0.00200186799265611, 237.166731290103, 0.77002789980949, 0, 237.166731290103, 182.625, 133.599394938567, 131.736090921173, 0.871712193291482, 0.875470577826654, 218.905012739394, 197.60413638176, 0.746476484443814, 0.752225227021364, 0.557684530263708, 0.5, 0.386913944394479, 0.25
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 121.75, 0.5, 0.00259668521189216, 210.728463438118, 0.866636604378929, 0, 210.728463438118, 182.625, 132.966587253428, 131.736090921173, 0.916120687354512, 0.917021135912428, 211.185125688218, 197.60413638176, 0.834366415297099, 0.835755325017755, 0.537852278045313, 0.5, 0.334743413839065, 0.25
